participant,expName,picture,race,raceDummy,object,objectDummy,shot,shotDummy,correct,correctDummy,rt,sex,sex_dummy
401,FA17 Deprivation,5,white,0,gun,1,yes,1,correct,1,562,female,0
401,FA17 Deprivation,12,white,0,nogun,0,yes,1,incorrect,0,360,female,0
401,FA17 Deprivation,5,black,1,nogun,0,yes,1,incorrect,0,437,female,0
401,FA17 Deprivation,8,black,1,nogun,0,no,0,correct,1,372,female,0
401,FA17 Deprivation,11,black,1,nogun,0,no,0,correct,1,451,female,0
401,FA17 Deprivation,1,black,1,gun,1,yes,1,correct,1,827,female,0
401,FA17 Deprivation,10,black,1,gun,1,yes,1,correct,1,406,female,0
401,FA17 Deprivation,3,black,1,gun,1,yes,1,correct,1,359,female,0
401,FA17 Deprivation,10,black,1,nogun,0,yes,1,incorrect,0,437,female,0
401,FA17 Deprivation,20,black,1,gun,1,no,0,incorrect,0,453,female,0
401,FA17 Deprivation,14,black,1,nogun,0,yes,1,incorrect,0,359,female,0
401,FA17 Deprivation,13,white,0,nogun,0,no,0,correct,1,453,female,0
401,FA17 Deprivation,2,black,1,nogun,0,no,0,correct,1,467,female,0
401,FA17 Deprivation,14,black,1,gun,1,no,0,incorrect,0,328,female,0
401,FA17 Deprivation,19,white,0,nogun,0,yes,1,incorrect,0,390,female,0
401,FA17 Deprivation,12,black,1,gun,1,no,0,incorrect,0,375,female,0
401,FA17 Deprivation,4,black,1,nogun,0,yes,1,incorrect,0,406,female,0
401,FA17 Deprivation,10,white,0,nogun,0,no,0,correct,1,451,female,0
401,FA17 Deprivation,12,black,1,gun,1,yes,1,correct,1,499,female,0
401,FA17 Deprivation,15,black,1,nogun,0,yes,1,incorrect,0,436,female,0
401,FA17 Deprivation,3,white,0,gun,1,no,0,incorrect,0,450,female,0
401,FA17 Deprivation,1,white,0,gun,1,yes,1,correct,1,482,female,0
401,FA17 Deprivation,9,black,1,gun,1,yes,1,correct,1,577,female,0
401,FA17 Deprivation,11,black,1,nogun,0,yes,1,incorrect,0,608,female,0
401,FA17 Deprivation,14,white,0,nogun,0,no,0,correct,1,638,female,0
401,FA17 Deprivation,9,white,0,nogun,0,yes,1,incorrect,0,420,female,0
401,FA17 Deprivation,4,black,1,nogun,0,no,0,correct,1,591,female,0
401,FA17 Deprivation,19,white,0,nogun,0,no,0,correct,1,389,female,0
401,FA17 Deprivation,8,white,0,nogun,0,no,0,correct,1,592,female,0
401,FA17 Deprivation,11,white,0,gun,1,no,0,incorrect,0,623,female,0
401,FA17 Deprivation,13,black,1,nogun,0,yes,1,incorrect,0,498,female,0
401,FA17 Deprivation,20,black,1,gun,1,no,0,incorrect,0,748,female,0
401,FA17 Deprivation,10,black,1,nogun,0,yes,1,incorrect,0,341,female,0
401,FA17 Deprivation,16,white,0,gun,1,no,0,incorrect,0,436,female,0
401,FA17 Deprivation,5,black,1,nogun,0,yes,1,incorrect,0,388,female,0
401,FA17 Deprivation,3,black,1,nogun,0,no,0,correct,1,482,female,0
401,FA17 Deprivation,2,black,1,gun,1,no,0,incorrect,0,435,female,0
401,FA17 Deprivation,7,white,0,gun,1,yes,1,correct,1,373,female,0
401,FA17 Deprivation,14,white,0,gun,1,yes,1,correct,1,373,female,0
401,FA17 Deprivation,3,black,1,gun,1,yes,1,correct,1,373,female,0
401,FA17 Deprivation,1,black,1,nogun,0,yes,1,incorrect,0,451,female,0
401,FA17 Deprivation,17,black,1,gun,1,yes,1,correct,1,467,female,0
401,FA17 Deprivation,3,white,0,nogun,0,yes,1,incorrect,0,451,female,0
401,FA17 Deprivation,9,black,1,nogun,0,no,0,correct,1,357,female,0
401,FA17 Deprivation,18,white,0,gun,1,no,0,incorrect,0,435,female,0
401,FA17 Deprivation,18,white,0,nogun,0,yes,1,incorrect,0,404,female,0
401,FA17 Deprivation,19,black,1,nogun,0,no,0,correct,1,467,female,0
401,FA17 Deprivation,4,white,0,nogun,0,no,0,correct,1,531,female,0
401,FA17 Deprivation,5,white,0,nogun,0,no,0,correct,1,388,female,0
401,FA17 Deprivation,4,black,1,gun,1,yes,1,correct,1,716,female,0
401,FA17 Deprivation,2,black,1,nogun,0,yes,1,incorrect,0,482,female,0
401,FA17 Deprivation,8,black,1,nogun,0,no,0,correct,1,422,female,0
401,FA17 Deprivation,11,black,1,gun,1,no,0,incorrect,0,436,female,0
401,FA17 Deprivation,12,black,1,nogun,0,no,0,correct,1,8859,female,0
401,FA17 Deprivation,17,white,0,nogun,0,yes,1,incorrect,0,5771,female,0
401,FA17 Deprivation,8,white,0,gun,1,no,0,incorrect,0,343,female,0
401,FA17 Deprivation,18,black,1,gun,1,yes,1,correct,1,404,female,0
401,FA17 Deprivation,20,white,0,nogun,0,no,0,correct,1,513,female,0
401,FA17 Deprivation,11,white,0,nogun,0,yes,1,incorrect,0,467,female,0
401,FA17 Deprivation,5,black,1,gun,1,no,0,incorrect,0,435,female,0
401,FA17 Deprivation,16,white,0,nogun,0,yes,1,incorrect,0,484,female,0
401,FA17 Deprivation,7,black,1,gun,1,no,0,incorrect,0,404,female,0
401,FA17 Deprivation,12,white,0,gun,1,yes,1,correct,1,435,female,0
401,FA17 Deprivation,6,black,1,nogun,0,yes,1,incorrect,0,373,female,0
401,FA17 Deprivation,14,black,1,nogun,0,no,0,correct,1,373,female,0
401,FA17 Deprivation,4,white,0,gun,1,yes,1,correct,1,420,female,0
401,FA17 Deprivation,1,white,0,nogun,0,no,0,correct,1,482,female,0
401,FA17 Deprivation,8,black,1,gun,1,no,0,incorrect,0,483,female,0
401,FA17 Deprivation,19,black,1,gun,1,yes,1,correct,1,577,female,0
401,FA17 Deprivation,20,black,1,nogun,0,yes,1,incorrect,0,451,female,0
401,FA17 Deprivation,20,white,0,gun,1,yes,1,correct,1,576,female,0
401,FA17 Deprivation,16,black,1,nogun,0,yes,1,incorrect,0,623,female,0
401,FA17 Deprivation,9,white,0,gun,1,no,0,incorrect,0,436,female,0
401,FA17 Deprivation,17,black,1,nogun,0,yes,1,incorrect,0,498,female,0
401,FA17 Deprivation,13,white,0,nogun,0,yes,1,incorrect,0,484,female,0
401,FA17 Deprivation,7,white,0,nogun,0,no,0,correct,1,404,female,0
401,FA17 Deprivation,2,white,0,gun,1,no,0,incorrect,0,451,female,0
401,FA17 Deprivation,16,black,1,gun,1,yes,1,correct,1,514,female,0
401,FA17 Deprivation,6,white,0,nogun,0,yes,1,incorrect,0,499,female,0
401,FA17 Deprivation,19,white,0,gun,1,no,0,incorrect,0,467,female,0
401,FA17 Deprivation,17,white,0,gun,1,yes,1,correct,1,389,female,0
401,FA17 Deprivation,14,black,1,gun,1,yes,1,correct,1,389,female,0
401,FA17 Deprivation,12,white,0,nogun,0,yes,1,incorrect,0,420,female,0
401,FA17 Deprivation,15,white,0,gun,1,no,0,incorrect,0,561,female,0
401,FA17 Deprivation,1,black,1,gun,1,yes,1,correct,1,435,female,0
401,FA17 Deprivation,6,white,0,gun,1,yes,1,correct,1,498,female,0
401,FA17 Deprivation,13,white,0,gun,1,yes,1,correct,1,498,female,0
401,FA17 Deprivation,10,white,0,gun,1,yes,1,correct,1,544,female,0
401,FA17 Deprivation,18,black,1,nogun,0,yes,1,incorrect,0,528,female,0
401,FA17 Deprivation,15,white,0,nogun,0,yes,1,incorrect,0,390,female,0
401,FA17 Deprivation,13,black,1,gun,1,no,0,incorrect,0,593,female,0
401,FA17 Deprivation,5,white,0,gun,1,yes,1,correct,1,437,female,0
401,FA17 Deprivation,7,black,1,nogun,0,no,0,correct,1,841,female,0
401,FA17 Deprivation,15,black,1,gun,1,yes,1,correct,1,483,female,0
401,FA17 Deprivation,10,black,1,gun,1,yes,1,correct,1,607,female,0
401,FA17 Deprivation,2,white,0,nogun,0,yes,1,incorrect,0,654,female,0
401,FA17 Deprivation,6,black,1,gun,1,yes,1,correct,1,546,female,0
402,FA17 Deprivation,12,white,0,gun,1,no,0,incorrect,0,452,Male,1
402,FA17 Deprivation,17,white,0,gun,1,yes,1,correct,1,515,Male,1
402,FA17 Deprivation,9,white,0,nogun,0,no,0,correct,1,452,Male,1
402,FA17 Deprivation,13,white,0,nogun,0,yes,1,incorrect,0,421,Male,1
402,FA17 Deprivation,17,white,0,nogun,0,yes,1,incorrect,0,390,Male,1
402,FA17 Deprivation,19,white,0,gun,1,yes,1,correct,1,3775,Male,1
402,FA17 Deprivation,8,white,0,gun,1,yes,1,correct,1,468,Male,1
402,FA17 Deprivation,11,white,0,nogun,0,yes,1,incorrect,0,437,Male,1
402,FA17 Deprivation,6,white,0,gun,1,yes,1,correct,1,468,Male,1
402,FA17 Deprivation,11,white,0,gun,1,no,0,incorrect,0,421,Male,1
402,FA17 Deprivation,9,black,1,nogun,0,yes,1,incorrect,0,375,Male,1
402,FA17 Deprivation,3,white,0,nogun,0,yes,1,incorrect,0,406,Male,1
402,FA17 Deprivation,18,white,0,nogun,0,no,0,correct,1,733,Male,1
402,FA17 Deprivation,4,black,1,gun,1,yes,1,correct,1,405,Male,1
402,FA17 Deprivation,4,white,0,nogun,0,yes,1,incorrect,0,405,Male,1
402,FA17 Deprivation,7,black,1,gun,1,no,0,incorrect,0,435,Male,1
402,FA17 Deprivation,5,black,1,nogun,0,yes,1,incorrect,0,437,Male,1
402,FA17 Deprivation,16,black,1,gun,1,no,0,incorrect,0,515,Male,1
402,FA17 Deprivation,11,black,1,nogun,0,yes,1,incorrect,0,423,Male,1
402,FA17 Deprivation,12,black,1,gun,1,yes,1,correct,1,387,Male,1
402,FA17 Deprivation,5,white,0,gun,1,yes,1,correct,1,499,Male,1
402,FA17 Deprivation,5,black,1,gun,1,no,0,incorrect,0,390,Male,1
402,FA17 Deprivation,4,white,0,gun,1,yes,1,correct,1,421,Male,1
402,FA17 Deprivation,9,black,1,gun,1,yes,1,correct,1,375,Male,1
402,FA17 Deprivation,16,black,1,nogun,0,yes,1,incorrect,0,390,Male,1
402,FA17 Deprivation,10,white,0,gun,1,no,0,incorrect,0,484,Male,1
402,FA17 Deprivation,19,white,0,nogun,0,yes,1,incorrect,0,421,Male,1
402,FA17 Deprivation,2,white,0,gun,1,yes,1,correct,1,421,Male,1
402,FA17 Deprivation,19,black,1,gun,1,yes,1,correct,1,549,Male,1
402,FA17 Deprivation,13,black,1,nogun,0,yes,1,incorrect,0,406,Male,1
402,FA17 Deprivation,6,white,0,nogun,0,no,0,correct,1,515,Male,1
402,FA17 Deprivation,10,white,0,nogun,0,yes,1,incorrect,0,421,Male,1
402,FA17 Deprivation,14,black,1,gun,1,no,0,incorrect,0,576,Male,1
402,FA17 Deprivation,16,white,0,gun,1,yes,1,correct,1,483,Male,1
402,FA17 Deprivation,4,black,1,nogun,0,no,0,correct,1,749,Male,1
402,FA17 Deprivation,15,black,1,nogun,0,yes,1,incorrect,0,498,Male,1
402,FA17 Deprivation,7,white,0,gun,1,yes,1,correct,1,531,Male,1
402,FA17 Deprivation,6,black,1,nogun,0,no,0,correct,1,468,Male,1
402,FA17 Deprivation,1,white,0,nogun,0,yes,1,incorrect,0,389,Male,1
402,FA17 Deprivation,6,black,1,gun,1,no,0,incorrect,0,465,Male,1
402,FA17 Deprivation,20,black,1,nogun,0,yes,1,incorrect,0,375,Male,1
402,FA17 Deprivation,7,white,0,nogun,0,no,0,correct,1,484,Male,1
402,FA17 Deprivation,10,black,1,gun,1,yes,1,correct,1,437,Male,1
402,FA17 Deprivation,2,white,0,nogun,0,no,0,correct,1,685,Male,1
402,FA17 Deprivation,5,white,0,nogun,0,no,0,correct,1,484,Male,1
402,FA17 Deprivation,2,black,1,gun,1,yes,1,correct,1,419,Male,1
402,FA17 Deprivation,14,white,0,gun,1,yes,1,correct,1,453,Male,1
402,FA17 Deprivation,12,black,1,nogun,0,no,0,correct,1,546,Male,1
402,FA17 Deprivation,3,black,1,gun,1,yes,1,correct,1,452,Male,1
402,FA17 Deprivation,8,black,1,gun,1,yes,1,correct,1,497,Male,1
402,FA17 Deprivation,20,black,1,gun,1,yes,1,correct,1,705,Male,1
402,FA17 Deprivation,12,white,0,nogun,0,yes,1,incorrect,0,390,Male,1
402,FA17 Deprivation,2,black,1,nogun,0,yes,1,incorrect,0,420,Male,1
402,FA17 Deprivation,18,black,1,gun,1,yes,1,correct,1,499,Male,1
402,FA17 Deprivation,8,white,0,nogun,0,yes,1,incorrect,0,562,Male,1
402,FA17 Deprivation,11,black,1,gun,1,yes,1,correct,1,718,Male,1
402,FA17 Deprivation,1,black,1,gun,1,yes,1,correct,1,419,Male,1
402,FA17 Deprivation,13,black,1,gun,1,yes,1,correct,1,453,Male,1
402,FA17 Deprivation,3,white,0,gun,1,no,0,incorrect,0,437,Male,1
402,FA17 Deprivation,17,black,1,gun,1,yes,1,correct,1,374,Male,1
402,FA17 Deprivation,1,white,0,gun,1,yes,1,correct,1,497,Male,1
402,FA17 Deprivation,16,white,0,nogun,0,no,0,correct,1,421,Male,1
402,FA17 Deprivation,13,white,0,gun,1,yes,1,correct,1,421,Male,1
402,FA17 Deprivation,14,white,0,nogun,0,no,0,correct,1,593,Male,1
402,FA17 Deprivation,20,white,0,gun,1,yes,1,correct,1,437,Male,1
402,FA17 Deprivation,18,white,0,gun,1,no,0,incorrect,0,421,Male,1
402,FA17 Deprivation,20,white,0,nogun,0,yes,1,incorrect,0,468,Male,1
402,FA17 Deprivation,17,black,1,nogun,0,yes,1,incorrect,0,484,Male,1
402,FA17 Deprivation,1,black,1,nogun,0,no,0,correct,1,467,Male,1
402,FA17 Deprivation,10,black,1,nogun,0,yes,1,incorrect,0,515,Male,1
402,FA17 Deprivation,14,black,1,nogun,0,no,0,correct,1,453,Male,1
402,FA17 Deprivation,3,black,1,nogun,0,no,0,correct,1,562,Male,1
402,FA17 Deprivation,18,black,1,nogun,0,no,0,correct,1,591,Male,1
402,FA17 Deprivation,19,black,1,nogun,0,yes,1,incorrect,0,515,Male,1
402,FA17 Deprivation,15,white,0,gun,1,yes,1,correct,1,515,Male,1
402,FA17 Deprivation,7,black,1,nogun,0,no,0,correct,1,515,Male,1
402,FA17 Deprivation,15,white,0,nogun,0,yes,1,incorrect,0,453,Male,1
402,FA17 Deprivation,15,black,1,gun,1,yes,1,correct,1,531,Male,1
402,FA17 Deprivation,8,black,1,nogun,0,no,0,correct,1,593,Male,1
402,FA17 Deprivation,9,white,0,gun,1,no,0,incorrect,0,469,Male,1
402,FA17 Deprivation,5,white,0,gun,1,no,0,incorrect,0,513,Male,1
402,FA17 Deprivation,12,white,0,nogun,0,yes,1,incorrect,0,561,Male,1
402,FA17 Deprivation,3,black,1,gun,1,no,0,incorrect,0,451,Male,1
402,FA17 Deprivation,17,black,1,gun,1,yes,1,correct,1,609,Male,1
402,FA17 Deprivation,12,white,0,gun,1,yes,1,correct,1,467,Male,1
402,FA17 Deprivation,2,black,1,nogun,0,yes,1,incorrect,0,436,Male,1
402,FA17 Deprivation,3,black,1,nogun,0,no,0,correct,1,638,Male,1
402,FA17 Deprivation,6,black,1,nogun,0,yes,1,incorrect,0,436,Male,1
402,FA17 Deprivation,6,white,0,nogun,0,yes,1,incorrect,0,514,Male,1
402,FA17 Deprivation,19,white,0,nogun,0,no,0,correct,1,545,Male,1
402,FA17 Deprivation,15,black,1,nogun,0,yes,1,incorrect,0,655,Male,1
402,FA17 Deprivation,9,black,1,gun,1,yes,1,correct,1,499,Male,1
402,FA17 Deprivation,1,black,1,gun,1,no,0,incorrect,0,513,Male,1
402,FA17 Deprivation,14,black,1,gun,1,yes,1,correct,1,405,Male,1
402,FA17 Deprivation,11,white,0,nogun,0,yes,1,incorrect,0,452,Male,1
402,FA17 Deprivation,7,white,0,gun,1,yes,1,correct,1,531,Male,1
402,FA17 Deprivation,18,black,1,nogun,0,no,0,correct,1,404,Male,1
402,FA17 Deprivation,3,white,0,gun,1,yes,1,correct,1,498,Male,1
402,FA17 Deprivation,8,white,0,nogun,0,no,0,correct,1,452,Male,1
402,FA17 Deprivation,1,white,0,nogun,0,no,0,correct,1,654,Male,1
402,FA17 Deprivation,3,white,0,nogun,0,no,0,correct,1,545,Male,1
402,FA17 Deprivation,9,black,1,nogun,0,yes,1,incorrect,0,654,Male,1
402,FA17 Deprivation,5,black,1,gun,1,no,0,incorrect,0,404,Male,1
402,FA17 Deprivation,20,white,0,nogun,0,no,0,correct,1,607,Male,1
402,FA17 Deprivation,16,black,1,gun,1,yes,1,correct,1,483,Male,1
402,FA17 Deprivation,4,white,0,nogun,0,no,0,correct,1,623,Male,1
402,FA17 Deprivation,9,white,0,gun,1,yes,1,correct,1,484,Male,1
402,FA17 Deprivation,2,black,1,gun,1,yes,1,correct,1,546,Male,1
402,FA17 Deprivation,2,white,0,gun,1,yes,1,correct,1,388,Male,1
402,FA17 Deprivation,12,black,1,nogun,0,no,0,correct,1,406,Male,1
402,FA17 Deprivation,16,white,0,nogun,0,no,0,correct,1,389,Male,1
402,FA17 Deprivation,10,black,1,nogun,0,yes,1,incorrect,0,435,Male,1
402,FA17 Deprivation,18,black,1,gun,1,no,0,incorrect,0,546,Male,1
402,FA17 Deprivation,10,white,0,nogun,0,yes,1,incorrect,0,467,Male,1
402,FA17 Deprivation,1,black,1,nogun,0,no,0,correct,1,591,Male,1
402,FA17 Deprivation,2,white,0,nogun,0,yes,1,incorrect,0,420,Male,1
402,FA17 Deprivation,6,black,1,gun,1,no,0,incorrect,0,436,Male,1
402,FA17 Deprivation,20,black,1,gun,1,yes,1,correct,1,563,Male,1
402,FA17 Deprivation,7,black,1,gun,1,yes,1,correct,1,513,Male,1
402,FA17 Deprivation,14,white,0,gun,1,no,0,incorrect,0,622,Male,1
402,FA17 Deprivation,15,white,0,gun,1,yes,1,correct,1,468,Male,1
402,FA17 Deprivation,7,white,0,nogun,0,no,0,correct,1,451,Male,1
402,FA17 Deprivation,8,black,1,gun,1,no,0,incorrect,0,499,Male,1
402,FA17 Deprivation,18,white,0,nogun,0,yes,1,incorrect,0,468,Male,1
402,FA17 Deprivation,4,black,1,gun,1,yes,1,correct,1,639,Male,1
402,FA17 Deprivation,14,white,0,nogun,0,yes,1,incorrect,0,498,Male,1
402,FA17 Deprivation,9,white,0,nogun,0,no,0,correct,1,376,Male,1
402,FA17 Deprivation,13,black,1,gun,1,yes,1,correct,1,436,Male,1
402,FA17 Deprivation,20,black,1,nogun,0,no,0,correct,1,638,Male,1
402,FA17 Deprivation,6,white,0,gun,1,yes,1,correct,1,606,Male,1
402,FA17 Deprivation,17,white,0,gun,1,no,0,incorrect,0,405,Male,1
402,FA17 Deprivation,5,black,1,nogun,0,yes,1,incorrect,0,500,Male,1
402,FA17 Deprivation,12,black,1,gun,1,no,0,incorrect,0,512,Male,1
402,FA17 Deprivation,4,white,0,gun,1,yes,1,correct,1,498,Male,1
402,FA17 Deprivation,7,black,1,nogun,0,no,0,correct,1,732,Male,1
402,FA17 Deprivation,19,white,0,gun,1,yes,1,correct,1,530,Male,1
402,FA17 Deprivation,15,black,1,gun,1,yes,1,correct,1,1887,Male,1
402,FA17 Deprivation,17,black,1,nogun,0,yes,1,incorrect,0,576,Male,1
402,FA17 Deprivation,8,black,1,nogun,0,yes,1,incorrect,0,436,Male,1
402,FA17 Deprivation,20,white,0,gun,1,no,0,incorrect,0,514,Male,1
402,FA17 Deprivation,17,white,0,nogun,0,yes,1,incorrect,0,452,Male,1
402,FA17 Deprivation,10,white,0,gun,1,no,0,incorrect,0,546,Male,1
402,FA17 Deprivation,19,black,1,gun,1,yes,1,correct,1,436,Male,1
402,FA17 Deprivation,10,black,1,gun,1,yes,1,correct,1,514,Male,1
402,FA17 Deprivation,5,white,0,nogun,0,no,0,correct,1,1464,Male,1
402,FA17 Deprivation,11,black,1,gun,1,yes,1,correct,1,546,Male,1
402,FA17 Deprivation,4,black,1,nogun,0,yes,1,incorrect,0,439,Male,1
402,FA17 Deprivation,15,white,0,nogun,0,yes,1,incorrect,0,436,Male,1
402,FA17 Deprivation,11,white,0,gun,1,yes,1,correct,1,468,Male,1
402,FA17 Deprivation,13,black,1,nogun,0,no,0,correct,1,561,Male,1
402,FA17 Deprivation,11,black,1,nogun,0,yes,1,incorrect,0,499,Male,1
402,FA17 Deprivation,19,black,1,nogun,0,no,0,correct,1,592,Male,1
402,FA17 Deprivation,8,white,0,gun,1,yes,1,correct,1,420,Male,1
402,FA17 Deprivation,14,black,1,nogun,0,no,0,correct,1,608,Male,1
402,FA17 Deprivation,1,white,0,gun,1,yes,1,correct,1,484,Male,1
402,FA17 Deprivation,13,white,0,nogun,0,no,0,correct,1,561,Male,1
402,FA17 Deprivation,16,white,0,gun,1,no,0,incorrect,0,561,Male,1
402,FA17 Deprivation,18,white,0,gun,1,no,0,incorrect,0,484,Male,1
402,FA17 Deprivation,13,white,0,gun,1,yes,1,correct,1,561,Male,1
402,FA17 Deprivation,16,black,1,nogun,0,no,0,correct,1,530,Male,1
403,FA17 Deprivation,9,black,1,nogun,0,no,0,correct,1,2339,female,0
403,FA17 Deprivation,9,black,1,gun,1,yes,1,correct,1,484,female,0
403,FA17 Deprivation,9,white,0,gun,1,yes,1,correct,1,484,female,0
403,FA17 Deprivation,11,white,0,nogun,0,yes,1,incorrect,0,2200,female,0
403,FA17 Deprivation,7,white,0,nogun,0,yes,1,incorrect,0,1606,female,0
403,FA17 Deprivation,19,black,1,nogun,0,yes,1,incorrect,0,1529,female,0
403,FA17 Deprivation,5,white,0,gun,1,yes,1,correct,1,687,female,0
403,FA17 Deprivation,6,black,1,nogun,0,yes,1,incorrect,0,484,female,0
403,FA17 Deprivation,20,white,0,nogun,0,no,0,correct,1,624,female,0
403,FA17 Deprivation,14,white,0,gun,1,no,0,incorrect,0,609,female,0
403,FA17 Deprivation,10,white,0,nogun,0,no,0,correct,1,559,female,0
403,FA17 Deprivation,12,black,1,gun,1,yes,1,correct,1,437,female,0
403,FA17 Deprivation,16,white,0,nogun,0,no,0,correct,1,624,female,0
403,FA17 Deprivation,1,white,0,gun,1,yes,1,correct,1,390,female,0
403,FA17 Deprivation,12,white,0,gun,1,yes,1,correct,1,533,female,0
403,FA17 Deprivation,8,white,0,nogun,0,yes,1,incorrect,0,671,female,0
403,FA17 Deprivation,15,white,0,nogun,0,no,0,correct,1,780,female,0
403,FA17 Deprivation,3,black,1,gun,1,yes,1,correct,1,624,female,0
403,FA17 Deprivation,20,black,1,nogun,0,no,0,correct,1,593,female,0
403,FA17 Deprivation,6,black,1,gun,1,yes,1,correct,1,673,female,0
403,FA17 Deprivation,2,white,0,gun,1,yes,1,correct,1,607,female,0
403,FA17 Deprivation,3,black,1,nogun,0,no,0,correct,1,671,female,0
403,FA17 Deprivation,12,white,0,nogun,0,no,0,correct,1,702,female,0
403,FA17 Deprivation,9,white,0,nogun,0,no,0,correct,1,671,female,0
403,FA17 Deprivation,7,white,0,gun,1,yes,1,correct,1,499,female,0
403,FA17 Deprivation,11,black,1,nogun,0,yes,1,incorrect,0,453,female,0
403,FA17 Deprivation,18,black,1,gun,1,no,0,incorrect,0,406,female,0
403,FA17 Deprivation,2,black,1,nogun,0,yes,1,incorrect,0,498,female,0
403,FA17 Deprivation,13,white,0,gun,1,yes,1,correct,1,625,female,0
403,FA17 Deprivation,7,black,1,gun,1,no,0,incorrect,0,435,female,0
403,FA17 Deprivation,1,black,1,gun,1,yes,1,correct,1,421,female,0
403,FA17 Deprivation,5,black,1,gun,1,no,0,incorrect,0,453,female,0
403,FA17 Deprivation,10,black,1,gun,1,no,0,incorrect,0,548,female,0
403,FA17 Deprivation,15,white,0,gun,1,yes,1,correct,1,468,female,0
403,FA17 Deprivation,3,white,0,gun,1,yes,1,correct,1,593,female,0
403,FA17 Deprivation,2,white,0,nogun,0,yes,1,incorrect,0,546,female,0
403,FA17 Deprivation,15,black,1,gun,1,no,0,incorrect,0,609,female,0
403,FA17 Deprivation,18,black,1,nogun,0,no,0,correct,1,531,female,0
403,FA17 Deprivation,13,black,1,gun,1,yes,1,correct,1,499,female,0
403,FA17 Deprivation,7,black,1,nogun,0,yes,1,incorrect,0,686,female,0
403,FA17 Deprivation,18,white,0,gun,1,no,0,incorrect,0,671,female,0
403,FA17 Deprivation,17,white,0,gun,1,yes,1,correct,1,564,female,0
403,FA17 Deprivation,19,white,0,gun,1,yes,1,correct,1,685,female,0
403,FA17 Deprivation,4,white,0,nogun,0,yes,1,incorrect,0,530,female,0
403,FA17 Deprivation,14,black,1,nogun,0,yes,1,incorrect,0,515,female,0
403,FA17 Deprivation,2,black,1,gun,1,yes,1,correct,1,576,female,0
403,FA17 Deprivation,17,white,0,nogun,0,no,0,correct,1,516,female,0
403,FA17 Deprivation,8,black,1,gun,1,yes,1,correct,1,484,female,0
403,FA17 Deprivation,13,white,0,nogun,0,yes,1,incorrect,0,608,female,0
403,FA17 Deprivation,17,black,1,gun,1,yes,1,correct,1,609,female,0
403,FA17 Deprivation,4,white,0,gun,1,yes,1,correct,1,546,female,0
403,FA17 Deprivation,1,white,0,nogun,0,yes,1,incorrect,0,576,female,0
403,FA17 Deprivation,15,black,1,nogun,0,yes,1,incorrect,0,515,female,0
403,FA17 Deprivation,10,black,1,nogun,0,no,0,correct,1,515,female,0
403,FA17 Deprivation,8,white,0,gun,1,yes,1,correct,1,468,female,0
403,FA17 Deprivation,3,white,0,nogun,0,no,0,correct,1,453,female,0
403,FA17 Deprivation,12,black,1,nogun,0,no,0,correct,1,609,female,0
403,FA17 Deprivation,6,white,0,nogun,0,no,0,correct,1,796,female,0
403,FA17 Deprivation,19,white,0,nogun,0,no,0,correct,1,702,female,0
403,FA17 Deprivation,16,white,0,gun,1,yes,1,correct,1,608,female,0
403,FA17 Deprivation,1,black,1,nogun,0,yes,1,incorrect,0,529,female,0
403,FA17 Deprivation,5,black,1,nogun,0,no,0,correct,1,609,female,0
403,FA17 Deprivation,5,white,0,nogun,0,no,0,correct,1,548,female,0
403,FA17 Deprivation,11,white,0,gun,1,yes,1,correct,1,453,female,0
403,FA17 Deprivation,18,white,0,nogun,0,no,0,correct,1,546,female,0
403,FA17 Deprivation,4,black,1,gun,1,yes,1,correct,1,624,female,0
403,FA17 Deprivation,13,black,1,nogun,0,yes,1,incorrect,0,546,female,0
403,FA17 Deprivation,14,black,1,gun,1,no,0,incorrect,0,516,female,0
403,FA17 Deprivation,11,black,1,gun,1,yes,1,correct,1,531,female,0
403,FA17 Deprivation,20,black,1,gun,1,no,0,incorrect,0,546,female,0
403,FA17 Deprivation,4,black,1,nogun,0,yes,1,incorrect,0,531,female,0
403,FA17 Deprivation,6,white,0,gun,1,no,0,incorrect,0,655,female,0
403,FA17 Deprivation,19,black,1,gun,1,yes,1,correct,1,592,female,0
403,FA17 Deprivation,16,black,1,gun,1,no,0,incorrect,0,516,female,0
403,FA17 Deprivation,20,white,0,gun,1,yes,1,correct,1,575,female,0
403,FA17 Deprivation,14,white,0,nogun,0,no,0,correct,1,515,female,0
403,FA17 Deprivation,10,white,0,gun,1,yes,1,correct,1,562,female,0
403,FA17 Deprivation,16,black,1,nogun,0,no,0,correct,1,624,female,0
403,FA17 Deprivation,17,black,1,nogun,0,no,0,correct,1,484,female,0
403,FA17 Deprivation,8,black,1,nogun,0,no,0,correct,1,500,female,0
403,FA17 Deprivation,16,black,1,gun,1,yes,1,correct,1,577,female,0
403,FA17 Deprivation,4,white,0,gun,1,yes,1,correct,1,498,female,0
403,FA17 Deprivation,3,white,0,gun,1,no,0,incorrect,0,420,female,0
403,FA17 Deprivation,4,black,1,gun,1,yes,1,correct,1,436,female,0
403,FA17 Deprivation,10,white,0,gun,1,yes,1,correct,1,514,female,0
403,FA17 Deprivation,10,white,0,nogun,0,no,0,correct,1,484,female,0
403,FA17 Deprivation,18,black,1,nogun,0,no,0,correct,1,498,female,0
