participant,expName,picture,race,raceDummy,object,objectDummy,shot,shotDummy,correct,correctDummy,rt,sex,sex_dummy
100,FA17 Deprivation,18,white,0,gun,1,no,0,incorrect,0,558,female,0
100,FA17 Deprivation,8,white,0,nogun,0,yes,1,incorrect,0,640,female,0
100,FA17 Deprivation,10,black,1,gun,1,no,0,incorrect,0,737,female,0
100,FA17 Deprivation,4,black,1,nogun,0,no,0,correct,1,686,female,0
100,FA17 Deprivation,6,black,1,nogun,0,no,0,correct,1,618,female,0
100,FA17 Deprivation,7,black,1,nogun,0,no,0,correct,1,771,female,0
100,FA17 Deprivation,15,black,1,gun,1,yes,1,correct,1,538,female,0
100,FA17 Deprivation,17,black,1,gun,1,yes,1,correct,1,697,female,0
100,FA17 Deprivation,8,black,1,nogun,0,no,0,correct,1,624,female,0
100,FA17 Deprivation,16,white,0,gun,1,yes,1,correct,1,625,female,0
100,FA17 Deprivation,3,black,1,nogun,0,no,0,correct,1,622,female,0
100,FA17 Deprivation,3,black,1,gun,1,yes,1,correct,1,458,female,0
100,FA17 Deprivation,10,white,0,gun,1,no,0,incorrect,0,397,female,0
100,FA17 Deprivation,16,black,1,nogun,0,yes,1,incorrect,0,532,female,0
100,FA17 Deprivation,20,black,1,gun,1,yes,1,correct,1,560,female,0
100,FA17 Deprivation,8,black,1,gun,1,yes,1,correct,1,567,female,0
100,FA17 Deprivation,17,black,1,nogun,0,yes,1,incorrect,0,408,female,0
100,FA17 Deprivation,19,white,0,nogun,0,no,0,correct,1,650,female,0
100,FA17 Deprivation,6,black,1,gun,1,no,0,incorrect,0,572,female,0
100,FA17 Deprivation,13,white,0,gun,1,yes,1,correct,1,571,female,0
100,FA17 Deprivation,15,white,0,gun,1,no,0,incorrect,0,558,female,0
100,FA17 Deprivation,9,black,1,nogun,0,yes,1,incorrect,0,657,female,0
100,FA17 Deprivation,12,black,1,nogun,0,no,0,correct,1,590,female,0
100,FA17 Deprivation,9,black,1,gun,1,yes,1,correct,1,690,female,0
100,FA17 Deprivation,14,white,0,nogun,0,no,0,correct,1,737,female,0
100,FA17 Deprivation,18,black,1,nogun,0,no,0,correct,1,671,female,0
100,FA17 Deprivation,6,white,0,gun,1,no,0,incorrect,0,541,female,0
100,FA17 Deprivation,15,white,0,nogun,0,yes,1,incorrect,0,482,female,0
100,FA17 Deprivation,2,white,0,nogun,0,yes,1,incorrect,0,482,female,0
100,FA17 Deprivation,11,black,1,nogun,0,no,0,correct,1,566,female,0
100,FA17 Deprivation,2,white,0,gun,1,yes,1,correct,1,641,female,0
100,FA17 Deprivation,9,white,0,gun,1,yes,1,correct,1,526,female,0
100,FA17 Deprivation,1,white,0,nogun,0,no,0,correct,1,690,female,0
100,FA17 Deprivation,3,white,0,gun,1,no,0,incorrect,0,440,female,0
100,FA17 Deprivation,14,black,1,gun,1,yes,1,correct,1,521,female,0
100,FA17 Deprivation,20,white,0,gun,1,no,0,incorrect,0,424,female,0
100,FA17 Deprivation,9,white,0,nogun,0,yes,1,incorrect,0,479,female,0
100,FA17 Deprivation,2,black,1,nogun,0,yes,1,incorrect,0,482,female,0
100,FA17 Deprivation,11,white,0,gun,1,yes,1,correct,1,641,female,0
100,FA17 Deprivation,6,white,0,nogun,0,yes,1,incorrect,0,8624,female,0
100,FA17 Deprivation,7,black,1,gun,1,no,0,incorrect,0,606,female,0
100,FA17 Deprivation,20,black,1,nogun,0,no,0,correct,1,590,female,0
100,FA17 Deprivation,1,black,1,gun,1,yes,1,correct,1,392,female,0
100,FA17 Deprivation,20,white,0,nogun,0,no,0,correct,1,498,female,0
100,FA17 Deprivation,16,black,1,gun,1,yes,1,correct,1,493,female,0
100,FA17 Deprivation,4,white,0,gun,1,no,0,incorrect,0,432,female,0
100,FA17 Deprivation,4,black,1,gun,1,yes,1,correct,1,607,female,0
100,FA17 Deprivation,12,black,1,gun,1,yes,1,correct,1,593,female,0
100,FA17 Deprivation,11,black,1,gun,1,no,0,incorrect,0,605,female,0
100,FA17 Deprivation,5,white,0,nogun,0,no,0,correct,1,521,female,0
100,FA17 Deprivation,5,black,1,nogun,0,yes,1,incorrect,0,616,female,0
100,FA17 Deprivation,19,black,1,gun,1,yes,1,correct,1,643,female,0
100,FA17 Deprivation,19,white,0,gun,1,no,0,incorrect,0,513,female,0
100,FA17 Deprivation,4,white,0,nogun,0,no,0,correct,1,558,female,0
100,FA17 Deprivation,16,white,0,nogun,0,yes,1,incorrect,0,573,female,0
100,FA17 Deprivation,5,black,1,gun,1,no,0,incorrect,0,727,female,0
100,FA17 Deprivation,11,white,0,nogun,0,yes,1,incorrect,0,793,female,0
100,FA17 Deprivation,7,white,0,gun,1,yes,1,correct,1,1935,female,0
100,FA17 Deprivation,5,white,0,gun,1,yes,1,correct,1,702,female,0
100,FA17 Deprivation,3,white,0,nogun,0,yes,1,incorrect,0,658,female,0
100,FA17 Deprivation,1,black,1,nogun,0,no,0,correct,1,575,female,0
100,FA17 Deprivation,13,black,1,nogun,0,yes,1,incorrect,0,449,female,0
100,FA17 Deprivation,8,white,0,gun,1,yes,1,correct,1,649,female,0
100,FA17 Deprivation,10,black,1,nogun,0,no,0,correct,1,654,female,0
100,FA17 Deprivation,10,white,0,nogun,0,no,0,correct,1,1950,female,0
100,FA17 Deprivation,14,black,1,nogun,0,yes,1,incorrect,0,576,female,0
100,FA17 Deprivation,12,white,0,gun,1,no,0,incorrect,0,604,female,0
100,FA17 Deprivation,13,white,0,nogun,0,yes,1,incorrect,0,691,female,0
100,FA17 Deprivation,19,black,1,nogun,0,no,0,correct,1,1471,female,0
100,FA17 Deprivation,15,black,1,nogun,0,yes,1,incorrect,0,600,female,0
100,FA17 Deprivation,18,white,0,nogun,0,no,0,correct,1,671,female,0
100,FA17 Deprivation,7,white,0,nogun,0,yes,1,incorrect,0,708,female,0
100,FA17 Deprivation,17,white,0,nogun,0,no,0,correct,1,538,female,0
100,FA17 Deprivation,18,black,1,gun,1,yes,1,correct,1,555,female,0
100,FA17 Deprivation,12,white,0,nogun,0,yes,1,incorrect,0,466,female,0
100,FA17 Deprivation,13,black,1,gun,1,yes,1,correct,1,622,female,0
100,FA17 Deprivation,2,black,1,gun,1,yes,1,correct,1,690,female,0
100,FA17 Deprivation,14,white,0,gun,1,yes,1,correct,1,514,female,0
100,FA17 Deprivation,17,white,0,gun,1,yes,1,correct,1,447,female,0
100,FA17 Deprivation,1,white,0,gun,1,yes,1,correct,1,448,female,0
100,FA17 Deprivation,1,black,1,nogun,0,no,0,correct,1,707,female,0
100,FA17 Deprivation,10,white,0,gun,1,yes,1,correct,1,573,female,0
100,FA17 Deprivation,11,black,1,nogun,0,yes,1,incorrect,0,467,female,0
100,FA17 Deprivation,2,white,0,gun,1,yes,1,correct,1,1494,female,0
100,FA17 Deprivation,3,white,0,gun,1,no,0,incorrect,0,627,female,0
100,FA17 Deprivation,15,white,0,nogun,0,yes,1,incorrect,0,555,female,0
100,FA17 Deprivation,7,white,0,nogun,0,yes,1,incorrect,0,531,female,0
100,FA17 Deprivation,7,white,0,gun,1,no,0,incorrect,0,659,female,0
100,FA17 Deprivation,1,black,1,gun,1,yes,1,correct,1,465,female,0
100,FA17 Deprivation,4,white,0,gun,1,yes,1,correct,1,556,female,0
100,FA17 Deprivation,14,black,1,nogun,0,no,0,correct,1,433,female,0
100,FA17 Deprivation,17,black,1,gun,1,yes,1,correct,1,623,female,0
100,FA17 Deprivation,17,black,1,nogun,0,no,0,correct,1,538,female,0
100,FA17 Deprivation,5,white,0,nogun,0,no,0,correct,1,572,female,0
100,FA17 Deprivation,18,black,1,nogun,0,no,0,correct,1,591,female,0
100,FA17 Deprivation,20,black,1,nogun,0,no,0,correct,1,625,female,0
100,FA17 Deprivation,13,white,0,gun,1,yes,1,correct,1,607,female,0
100,FA17 Deprivation,12,black,1,gun,1,yes,1,correct,1,451,female,0
100,FA17 Deprivation,16,white,0,gun,1,no,0,incorrect,0,523,female,0
100,FA17 Deprivation,15,black,1,gun,1,yes,1,correct,1,516,female,0
100,FA17 Deprivation,5,black,1,gun,1,yes,1,correct,1,482,female,0
100,FA17 Deprivation,14,black,1,gun,1,yes,1,correct,1,516,female,0
100,FA17 Deprivation,16,black,1,nogun,0,yes,1,incorrect,0,533,female,0
100,FA17 Deprivation,9,white,0,gun,1,no,0,incorrect,0,566,female,0
100,FA17 Deprivation,8,white,0,nogun,0,yes,1,incorrect,0,555,female,0
100,FA17 Deprivation,12,white,0,gun,1,no,0,incorrect,0,607,female,0
100,FA17 Deprivation,16,white,0,nogun,0,no,0,correct,1,2890,female,0
100,FA17 Deprivation,3,black,1,nogun,0,yes,1,incorrect,0,640,female,0
100,FA17 Deprivation,9,black,1,gun,1,no,0,incorrect,0,523,female,0
100,FA17 Deprivation,4,white,0,nogun,0,yes,1,incorrect,0,588,female,0
100,FA17 Deprivation,20,black,1,gun,1,yes,1,correct,1,483,female,0
100,FA17 Deprivation,6,white,0,nogun,0,no,0,correct,1,657,female,0
100,FA17 Deprivation,8,black,1,nogun,0,yes,1,incorrect,0,591,female,0
100,FA17 Deprivation,11,white,0,gun,1,yes,1,correct,1,500,female,0
100,FA17 Deprivation,18,white,0,gun,1,no,0,incorrect,0,449,female,0
100,FA17 Deprivation,14,white,0,gun,1,yes,1,correct,1,753,female,0
100,FA17 Deprivation,7,black,1,gun,1,no,0,incorrect,0,539,female,0
100,FA17 Deprivation,19,white,0,gun,1,yes,1,correct,1,607,female,0
100,FA17 Deprivation,5,white,0,gun,1,no,0,incorrect,0,516,female,0
100,FA17 Deprivation,17,white,0,nogun,0,no,0,correct,1,660,female,0
100,FA17 Deprivation,20,white,0,gun,1,yes,1,correct,1,623,female,0
100,FA17 Deprivation,11,black,1,gun,1,yes,1,correct,1,4977,female,0
100,FA17 Deprivation,2,white,0,nogun,0,yes,1,incorrect,0,540,female,0
100,FA17 Deprivation,15,white,0,gun,1,no,0,incorrect,0,425,female,0
100,FA17 Deprivation,6,black,1,nogun,0,yes,1,incorrect,0,662,female,0
100,FA17 Deprivation,10,black,1,nogun,0,yes,1,incorrect,0,498,female,0
100,FA17 Deprivation,18,black,1,gun,1,yes,1,correct,1,571,female,0
100,FA17 Deprivation,3,white,0,nogun,0,yes,1,incorrect,0,592,female,0
100,FA17 Deprivation,16,black,1,gun,1,no,0,incorrect,0,540,female,0
100,FA17 Deprivation,20,white,0,nogun,0,yes,1,incorrect,0,606,female,0
100,FA17 Deprivation,12,white,0,nogun,0,no,0,correct,1,689,female,0
100,FA17 Deprivation,13,black,1,nogun,0,no,0,correct,1,623,female,0
100,FA17 Deprivation,13,white,0,nogun,0,no,0,correct,1,1615,female,0
100,FA17 Deprivation,13,black,1,gun,1,no,0,incorrect,0,657,female,0
100,FA17 Deprivation,12,black,1,nogun,0,no,0,correct,1,650,female,0
100,FA17 Deprivation,8,black,1,gun,1,yes,1,correct,1,674,female,0
100,FA17 Deprivation,5,black,1,nogun,0,yes,1,incorrect,0,657,female,0
100,FA17 Deprivation,17,white,0,gun,1,yes,1,correct,1,576,female,0
100,FA17 Deprivation,2,black,1,gun,1,yes,1,correct,1,573,female,0
100,FA17 Deprivation,19,black,1,nogun,0,no,0,correct,1,576,female,0
100,FA17 Deprivation,15,black,1,nogun,0,yes,1,incorrect,0,498,female,0
100,FA17 Deprivation,10,white,0,nogun,0,no,0,correct,1,559,female,0
100,FA17 Deprivation,1,white,0,gun,1,yes,1,correct,1,523,female,0
100,FA17 Deprivation,8,white,0,gun,1,yes,1,correct,1,2176,female,0
100,FA17 Deprivation,7,black,1,nogun,0,no,0,correct,1,632,female,0
100,FA17 Deprivation,18,white,0,nogun,0,no,0,correct,1,499,female,0
100,FA17 Deprivation,14,white,0,nogun,0,yes,1,incorrect,0,483,female,0
100,FA17 Deprivation,1,white,0,nogun,0,no,0,correct,1,592,female,0
100,FA17 Deprivation,3,black,1,gun,1,yes,1,correct,1,450,female,0
100,FA17 Deprivation,6,white,0,gun,1,no,0,incorrect,0,448,female,0
100,FA17 Deprivation,9,white,0,nogun,0,no,0,correct,1,859,female,0
100,FA17 Deprivation,6,black,1,gun,1,yes,1,correct,1,533,female,0
100,FA17 Deprivation,4,black,1,gun,1,yes,1,correct,1,557,female,0
100,FA17 Deprivation,19,black,1,gun,1,yes,1,correct,1,696,female,0
100,FA17 Deprivation,11,white,0,nogun,0,yes,1,incorrect,0,643,female,0
100,FA17 Deprivation,10,black,1,gun,1,yes,1,correct,1,540,female,0
100,FA17 Deprivation,4,black,1,nogun,0,yes,1,incorrect,0,532,female,0
100,FA17 Deprivation,9,black,1,nogun,0,no,0,correct,1,654,female,0
100,FA17 Deprivation,2,black,1,nogun,0,yes,1,incorrect,0,524,female,0
100,FA17 Deprivation,19,white,0,nogun,0,no,0,correct,1,559,female,0
101,FA17 Deprivation,1,white,0,nogun,0,no,0,correct,1,584,Male,1
101,FA17 Deprivation,18,white,0,gun,1,no,0,incorrect,0,409,Male,1
101,FA17 Deprivation,12,black,1,gun,1,yes,1,correct,1,384,Male,1
101,FA17 Deprivation,17,white,0,gun,1,yes,1,correct,1,442,Male,1
101,FA17 Deprivation,20,black,1,nogun,0,yes,1,incorrect,0,464,Male,1
101,FA17 Deprivation,19,black,1,nogun,0,yes,1,incorrect,0,499,Male,1
101,FA17 Deprivation,11,white,0,gun,1,yes,1,correct,1,450,Male,1
101,FA17 Deprivation,5,white,0,gun,1,no,0,incorrect,0,826,Male,1
101,FA17 Deprivation,4,white,0,nogun,0,yes,1,incorrect,0,398,Male,1
101,FA17 Deprivation,8,white,0,nogun,0,yes,1,incorrect,0,466,Male,1
101,FA17 Deprivation,13,white,0,nogun,0,yes,1,incorrect,0,548,Male,1
101,FA17 Deprivation,2,white,0,nogun,0,no,0,correct,1,1345,Male,1
101,FA17 Deprivation,4,black,1,gun,1,no,0,incorrect,0,427,Male,1
101,FA17 Deprivation,10,black,1,nogun,0,yes,1,incorrect,0,459,Male,1
101,FA17 Deprivation,2,black,1,nogun,0,no,0,correct,1,1235,Male,1
101,FA17 Deprivation,12,white,0,nogun,0,no,0,correct,1,407,Male,1
101,FA17 Deprivation,9,white,0,nogun,0,yes,1,incorrect,0,465,Male,1
101,FA17 Deprivation,12,black,1,nogun,0,yes,1,incorrect,0,399,Male,1
101,FA17 Deprivation,9,white,0,gun,1,yes,1,correct,1,413,Male,1
101,FA17 Deprivation,19,white,0,gun,1,no,0,incorrect,0,432,Male,1
101,FA17 Deprivation,7,white,0,gun,1,yes,1,correct,1,549,Male,1
101,FA17 Deprivation,7,black,1,gun,1,yes,1,correct,1,500,Male,1
101,FA17 Deprivation,4,black,1,nogun,0,no,0,correct,1,593,Male,1
101,FA17 Deprivation,4,white,0,gun,1,yes,1,correct,1,390,Male,1
101,FA17 Deprivation,11,white,0,nogun,0,yes,1,incorrect,0,433,Male,1
101,FA17 Deprivation,7,white,0,nogun,0,yes,1,incorrect,0,376,Male,1
101,FA17 Deprivation,6,black,1,nogun,0,no,0,correct,1,391,Male,1
101,FA17 Deprivation,10,white,0,nogun,0,yes,1,incorrect,0,415,Male,1
101,FA17 Deprivation,8,black,1,gun,1,yes,1,correct,1,493,Male,1
101,FA17 Deprivation,1,black,1,gun,1,yes,1,correct,1,374,Male,1
101,FA17 Deprivation,16,black,1,gun,1,yes,1,correct,1,483,Male,1
101,FA17 Deprivation,9,black,1,nogun,0,no,0,correct,1,515,Male,1
101,FA17 Deprivation,6,white,0,nogun,0,yes,1,incorrect,0,417,Male,1
101,FA17 Deprivation,19,white,0,nogun,0,yes,1,incorrect,0,375,Male,1
101,FA17 Deprivation,18,white,0,nogun,0,yes,1,incorrect,0,415,Male,1
101,FA17 Deprivation,16,white,0,gun,1,no,0,incorrect,0,391,Male,1
101,FA17 Deprivation,2,white,0,gun,1,yes,1,correct,1,482,Male,1
101,FA17 Deprivation,18,black,1,nogun,0,no,0,correct,1,558,Male,1
101,FA17 Deprivation,9,black,1,gun,1,yes,1,correct,1,499,Male,1
101,FA17 Deprivation,13,black,1,gun,1,yes,1,correct,1,464,Male,1
101,FA17 Deprivation,17,black,1,nogun,0,no,0,correct,1,524,Male,1
101,FA17 Deprivation,18,black,1,gun,1,yes,1,correct,1,447,Male,1
101,FA17 Deprivation,2,black,1,gun,1,yes,1,correct,1,450,Male,1
101,FA17 Deprivation,3,white,0,nogun,0,no,0,correct,1,526,Male,1
101,FA17 Deprivation,7,black,1,nogun,0,yes,1,incorrect,0,416,Male,1
101,FA17 Deprivation,15,white,0,nogun,0,no,0,correct,1,585,Male,1
101,FA17 Deprivation,20,white,0,gun,1,yes,1,correct,1,426,Male,1
101,FA17 Deprivation,15,white,0,gun,1,yes,1,correct,1,408,Male,1
101,FA17 Deprivation,19,black,1,gun,1,yes,1,correct,1,541,Male,1
101,FA17 Deprivation,16,white,0,nogun,0,no,0,correct,1,412,Male,1
101,FA17 Deprivation,14,black,1,nogun,0,yes,1,incorrect,0,412,Male,1
101,FA17 Deprivation,13,white,0,gun,1,yes,1,correct,1,500,Male,1
101,FA17 Deprivation,13,black,1,nogun,0,yes,1,incorrect,0,431,Male,1
101,FA17 Deprivation,14,white,0,gun,1,yes,1,correct,1,483,Male,1
101,FA17 Deprivation,14,white,0,nogun,0,no,0,correct,1,692,Male,1
101,FA17 Deprivation,17,white,0,nogun,0,no,0,correct,1,425,Male,1
101,FA17 Deprivation,1,white,0,gun,1,no,0,incorrect,0,513,Male,1
101,FA17 Deprivation,3,white,0,gun,1,yes,1,correct,1,391,Male,1
101,FA17 Deprivation,5,black,1,nogun,0,yes,1,incorrect,0,535,Male,1
101,FA17 Deprivation,10,white,0,gun,1,yes,1,correct,1,459,Male,1
101,FA17 Deprivation,8,white,0,gun,1,yes,1,correct,1,397,Male,1
101,FA17 Deprivation,5,black,1,gun,1,yes,1,correct,1,534,Male,1
101,FA17 Deprivation,3,black,1,nogun,0,yes,1,incorrect,0,397,Male,1
101,FA17 Deprivation,15,black,1,gun,1,yes,1,correct,1,566,Male,1
101,FA17 Deprivation,8,black,1,nogun,0,no,0,correct,1,409,Male,1
101,FA17 Deprivation,5,white,0,nogun,0,yes,1,incorrect,0,557,Male,1
101,FA17 Deprivation,16,black,1,nogun,0,no,0,correct,1,821,Male,1
101,FA17 Deprivation,11,black,1,gun,1,yes,1,correct,1,465,Male,1
101,FA17 Deprivation,11,black,1,nogun,0,yes,1,incorrect,0,540,Male,1
101,FA17 Deprivation,3,black,1,gun,1,yes,1,correct,1,334,Male,1
101,FA17 Deprivation,1,black,1,nogun,0,no,0,correct,1,1292,Male,1
101,FA17 Deprivation,14,black,1,gun,1,no,0,incorrect,0,374,Male,1
101,FA17 Deprivation,20,white,0,nogun,0,no,0,correct,1,526,Male,1
101,FA17 Deprivation,20,black,1,gun,1,yes,1,correct,1,467,Male,1
101,FA17 Deprivation,15,black,1,nogun,0,yes,1,incorrect,0,448,Male,1
101,FA17 Deprivation,6,black,1,gun,1,no,0,incorrect,0,430,Male,1
101,FA17 Deprivation,17,black,1,gun,1,yes,1,correct,1,532,Male,1
101,FA17 Deprivation,10,black,1,gun,1,yes,1,correct,1,475,Male,1
101,FA17 Deprivation,6,white,0,gun,1,yes,1,correct,1,481,Male,1
101,FA17 Deprivation,12,white,0,gun,1,yes,1,correct,1,467,Male,1
101,FA17 Deprivation,18,black,1,nogun,0,no,0,correct,1,448,Male,1
101,FA17 Deprivation,1,black,1,gun,1,yes,1,correct,1,358,Male,1
101,FA17 Deprivation,12,white,0,nogun,0,no,0,correct,1,482,Male,1
101,FA17 Deprivation,13,black,1,gun,1,yes,1,correct,1,517,Male,1
101,FA17 Deprivation,16,black,1,nogun,0,yes,1,incorrect,0,591,Male,1
101,FA17 Deprivation,8,white,0,nogun,0,no,0,correct,1,483,Male,1
101,FA17 Deprivation,20,black,1,nogun,0,no,0,correct,1,456,Male,1
101,FA17 Deprivation,20,white,0,gun,1,no,0,incorrect,0,450,Male,1
101,FA17 Deprivation,14,white,0,gun,1,yes,1,correct,1,414,Male,1
101,FA17 Deprivation,17,white,0,nogun,0,no,0,correct,1,540,Male,1
101,FA17 Deprivation,11,white,0,nogun,0,no,0,correct,1,843,Male,1
101,FA17 Deprivation,14,black,1,nogun,0,no,0,correct,1,407,Male,1
101,FA17 Deprivation,15,white,0,nogun,0,no,0,correct,1,812,Male,1
101,FA17 Deprivation,8,black,1,nogun,0,no,0,correct,1,581,Male,1
101,FA17 Deprivation,2,white,0,nogun,0,no,0,correct,1,574,Male,1
101,FA17 Deprivation,10,white,0,gun,1,yes,1,correct,1,425,Male,1
101,FA17 Deprivation,14,black,1,gun,1,yes,1,correct,1,745,Male,1
101,FA17 Deprivation,1,white,0,nogun,0,no,0,correct,1,641,Male,1
101,FA17 Deprivation,8,white,0,gun,1,yes,1,correct,1,433,Male,1
101,FA17 Deprivation,15,black,1,gun,1,yes,1,correct,1,517,Male,1
101,FA17 Deprivation,15,white,0,gun,1,yes,1,correct,1,433,Male,1
101,FA17 Deprivation,3,black,1,nogun,0,no,0,correct,1,449,Male,1
101,FA17 Deprivation,6,white,0,gun,1,yes,1,correct,1,559,Male,1
101,FA17 Deprivation,19,white,0,gun,1,no,0,incorrect,0,532,Male,1
101,FA17 Deprivation,11,black,1,nogun,0,yes,1,incorrect,0,467,Male,1
101,FA17 Deprivation,6,black,1,gun,1,no,0,incorrect,0,501,Male,1
101,FA17 Deprivation,6,white,0,nogun,0,no,0,correct,1,2531,Male,1
101,FA17 Deprivation,2,black,1,gun,1,yes,1,correct,1,845,Male,1
101,FA17 Deprivation,11,white,0,gun,1,yes,1,correct,1,449,Male,1
101,FA17 Deprivation,16,white,0,gun,1,yes,1,correct,1,447,Male,1
101,FA17 Deprivation,12,black,1,nogun,0,yes,1,incorrect,0,448,Male,1
101,FA17 Deprivation,5,white,0,nogun,0,no,0,correct,1,523,Male,1
101,FA17 Deprivation,14,white,0,nogun,0,no,0,correct,1,559,Male,1
101,FA17 Deprivation,7,black,1,gun,1,yes,1,correct,1,485,Male,1
101,FA17 Deprivation,17,white,0,gun,1,yes,1,correct,1,523,Male,1
101,FA17 Deprivation,1,white,0,gun,1,no,0,incorrect,0,392,Male,1
101,FA17 Deprivation,12,black,1,gun,1,yes,1,correct,1,432,Male,1
101,FA17 Deprivation,19,black,1,nogun,0,no,0,correct,1,724,Male,1
101,FA17 Deprivation,19,black,1,gun,1,yes,1,correct,1,591,Male,1
101,FA17 Deprivation,9,white,0,gun,1,yes,1,correct,1,507,Male,1
101,FA17 Deprivation,5,black,1,nogun,0,yes,1,incorrect,0,467,Male,1
101,FA17 Deprivation,13,white,0,nogun,0,no,0,correct,1,2432,Male,1
101,FA17 Deprivation,4,white,0,nogun,0,no,0,correct,1,658,Male,1
101,FA17 Deprivation,20,black,1,gun,1,yes,1,correct,1,433,Male,1
101,FA17 Deprivation,13,white,0,gun,1,no,0,incorrect,0,746,Male,1
101,FA17 Deprivation,16,white,0,nogun,0,yes,1,incorrect,0,625,Male,1
101,FA17 Deprivation,4,black,1,gun,1,yes,1,correct,1,516,Male,1
101,FA17 Deprivation,18,white,0,gun,1,yes,1,correct,1,500,Male,1
101,FA17 Deprivation,2,white,0,gun,1,no,0,incorrect,0,607,Male,1
101,FA17 Deprivation,16,black,1,gun,1,yes,1,correct,1,500,Male,1
101,FA17 Deprivation,10,white,0,nogun,0,no,0,correct,1,538,Male,1
101,FA17 Deprivation,1,black,1,nogun,0,no,0,correct,1,967,Male,1
101,FA17 Deprivation,10,black,1,nogun,0,no,0,correct,1,798,Male,1
101,FA17 Deprivation,19,white,0,nogun,0,no,0,correct,1,640,Male,1
101,FA17 Deprivation,8,black,1,gun,1,yes,1,correct,1,574,Male,1
101,FA17 Deprivation,6,black,1,nogun,0,yes,1,incorrect,0,452,Male,1
101,FA17 Deprivation,12,white,0,gun,1,yes,1,correct,1,480,Male,1
101,FA17 Deprivation,5,black,1,gun,1,no,0,incorrect,0,449,Male,1
101,FA17 Deprivation,9,white,0,nogun,0,yes,1,incorrect,0,416,Male,1
101,FA17 Deprivation,7,white,0,gun,1,no,0,incorrect,0,665,Male,1
101,FA17 Deprivation,18,white,0,nogun,0,no,0,correct,1,762,Male,1
101,FA17 Deprivation,4,black,1,nogun,0,yes,1,incorrect,0,464,Male,1
101,FA17 Deprivation,10,black,1,gun,1,no,0,incorrect,0,451,Male,1
101,FA17 Deprivation,5,white,0,gun,1,yes,1,correct,1,693,Male,1
101,FA17 Deprivation,4,white,0,gun,1,yes,1,correct,1,466,Male,1
101,FA17 Deprivation,17,black,1,nogun,0,no,0,correct,1,622,Male,1
101,FA17 Deprivation,9,black,1,nogun,0,yes,1,incorrect,0,557,Male,1
101,FA17 Deprivation,17,black,1,gun,1,no,0,incorrect,0,532,Male,1
101,FA17 Deprivation,3,black,1,gun,1,yes,1,correct,1,415,Male,1
101,FA17 Deprivation,15,black,1,nogun,0,no,0,correct,1,706,Male,1
101,FA17 Deprivation,3,white,0,gun,1,no,0,incorrect,0,515,Male,1
101,FA17 Deprivation,18,black,1,gun,1,yes,1,correct,1,516,Male,1
101,FA17 Deprivation,11,black,1,gun,1,yes,1,correct,1,507,Male,1
101,FA17 Deprivation,3,white,0,nogun,0,no,0,correct,1,688,Male,1
101,FA17 Deprivation,20,white,0,nogun,0,no,0,correct,1,709,Male,1
101,FA17 Deprivation,13,black,1,nogun,0,no,0,correct,1,466,Male,1
101,FA17 Deprivation,7,white,0,nogun,0,yes,1,incorrect,0,534,Male,1
101,FA17 Deprivation,2,black,1,nogun,0,no,0,correct,1,414,Male,1
101,FA17 Deprivation,9,black,1,gun,1,yes,1,correct,1,557,Male,1
101,FA17 Deprivation,7,black,1,nogun,0,no,0,correct,1,781,Male,1
102,FA17 Deprivation,8,black,1,gun,1,no,0,incorrect,0,582,female,0
102,FA17 Deprivation,10,black,1,nogun,0,yes,1,incorrect,0,574,female,0
102,FA17 Deprivation,15,white,0,nogun,0,no,0,correct,1,588,female,0
102,FA17 Deprivation,8,white,0,nogun,0,yes,1,incorrect,0,479,female,0
102,FA17 Deprivation,20,black,1,gun,1,yes,1,correct,1,574,female,0
102,FA17 Deprivation,15,white,0,gun,1,yes,1,correct,1,557,female,0
102,FA17 Deprivation,16,black,1,nogun,0,yes,1,incorrect,0,559,female,0
102,FA17 Deprivation,5,white,0,nogun,0,no,0,correct,1,760,female,0
102,FA17 Deprivation,4,black,1,nogun,0,no,0,correct,1,722,female,0
102,FA17 Deprivation,17,black,1,gun,1,yes,1,correct,1,498,female,0
102,FA17 Deprivation,15,black,1,nogun,0,no,0,correct,1,709,female,0
102,FA17 Deprivation,7,black,1,nogun,0,no,0,correct,1,432,female,0
102,FA17 Deprivation,1,white,0,nogun,0,no,0,correct,1,532,female,0
102,FA17 Deprivation,20,white,0,nogun,0,yes,1,incorrect,0,342,female,0
102,FA17 Deprivation,9,black,1,gun,1,yes,1,correct,1,640,female,0
102,FA17 Deprivation,1,white,0,gun,1,yes,1,correct,1,389,female,0
102,FA17 Deprivation,20,white,0,gun,1,yes,1,correct,1,600,female,0
102,FA17 Deprivation,7,black,1,gun,1,no,0,incorrect,0,386,female,0
102,FA17 Deprivation,2,white,0,nogun,0,yes,1,incorrect,0,480,female,0
102,FA17 Deprivation,7,white,0,nogun,0,yes,1,incorrect,0,475,female,0
102,FA17 Deprivation,6,black,1,nogun,0,no,0,correct,1,657,female,0
102,FA17 Deprivation,1,black,1,gun,1,yes,1,correct,1,466,female,0
102,FA17 Deprivation,10,black,1,gun,1,yes,1,correct,1,516,female,0
102,FA17 Deprivation,13,black,1,gun,1,no,0,incorrect,0,608,female,0
102,FA17 Deprivation,14,white,0,gun,1,yes,1,correct,1,419,female,0
